번호                                                                                                                                       (01.6월 기준),주소
2576,서울특별시 양천구 중앙로 목11단지 1117동 버스정류장
2577,서울특별시 양천구 중앙로 목11단지 1117동 버스정류장
2578,서울특별시 양천구 목동동로100 양천구민체육센터 버스정류장앞
2579,서울특별시 양천구 목동동로100 양천구민체육센터 버스정류장앞
2580,서울특별시 양천구 중앙로 신서중학교 버스정류장 앞
2581,서울특별시 양천구 중앙로 신서중학교 버스정류장 앞
2582,서울특별시 양천구 신월로386 남부법원 버스정류장 앞
2583,서울특별시 양천구 신월로386 남부법원 버스정류장 앞
2584,서울특별시 양천구 목동동로100 양천구청역 건너 버스정류장 앞
2585,서울특별시 양천구 목동동로100 양천구청역 건너 버스정류장 앞
2586,서울특별시 양천구 신월로340 우리은행건너편 버스정류장 앞
2587,서울특별시 양천구 신월로340 우리은행건너편 버스정류장 앞
2588,서울특별시 양천구 신정로13길0 한성교회 건너 마을버스정류장
2589,서울특별시 양천구 신정로13길0 한성교회 건너 마을버스정류장
2590,서울특별시 양천구 중앙로8 해성산부인과 버스정류장 앞
2591,서울특별시 양천구 중앙로8 해성산부인과 버스정류장 앞
2592,서울특별시 양천구 오목로195 신정4동 신협앞
2593,서울특별시 양천구 오목로195 신정4동 신협앞
2594,서울특별시 양천구 중앙로09 신정3동 주민센터 앞
2595,서울특별시 양천구 중앙로09 신정3동 주민센터 앞
2596,서울특별시 양천구 목동동로50 1단지 버스정류장 앞
2597,서울특별시 양천구 목동동로50 1단지 버스정류장 앞
2598,서울특별시 양천구 목동중앙남로3가길59 대일고등학교 버스정류장
2599,서울특별시 양천구 목동중앙남로3가길59 대일고등학교 버스정류장
2600,"서울특별시 양천구 공항대로 염창역,중앙 버스정류장"
2601,"서울특별시 양천구 공항대로 염창역,중앙 버스정류장"
2602,서울특별시 양천구 공항대로 등촌역4번출구 앞
2603,서울특별시 양천구 공항대로 등촌역4번출구 앞
2604,서울특별시 양천구 목동동로98 행복한백화점 건너편 공동화장실 앞
2605,서울특별시 양천구 목동동로98 행복한백화점 건너편 공동화장실 앞
2606,서울특별시 양천구 목동동로40 목운초등학교 버스정류장 앞
2607,서울특별시 양천구 목동동로40 목운초등학교 버스정류장 앞
2608,서울특별시 양천구 목동서로5 서울탑치과 버스정류장 앞
2609,서울특별시 양천구 목동서로5 서울탑치과 버스정류장 앞
2610,서울특별시 양천구 목동로186 7단지 후문 버스정류장 앞
2611,서울특별시 양천구 목동로186 7단지 후문 버스정류장 앞
2612,서울특별시 양천구 목동서로159- 오목공원(CBS교차로 앞)
2613,서울특별시 양천구 목동서로159- 오목공원(CBS교차로 앞)
2614,서울특별시 양천구 목동서로155 목동 파라곤 버스정류장 앞
2615,서울특별시 양천구 목동서로155 목동 파라곤 버스정류장 앞
2616,서울특별시 양천구 목동서로100 목3단지 30동 버스정류장 앞
2617,서울특별시 양천구 목동서로101 목3단지 303동 버스정류장 앞
2618,서울특별시 양천구 목동서로38 월촌중학교 버스정류장 앞
2619,서울특별시 양천구 목동서로38 월촌중학교 버스정류장 앞
2620,서울특별시 양천구 목동동로430 이대목동병원 버스정류장 앞
2621,서울특별시 양천구 목동동로430 이대목동병원 버스정류장 앞
2622,서울특별시 양천구 목동동로350 목5단지 B상가 버스정류장 앞
2623,서울특별시 양천구 목동동로350 목5단지 B상가 버스정류장 앞
2624,서울특별시 양천구 목동동로350 목5단지 버스정류장 앞
2625,서울특별시 양천구 목동동로350 목5단지 버스정류장 앞
2626,서울특별시 양천구 목동서로77 파리공원 사잇길
2627,서울특별시 양천구 목동서로77 파리공원 사잇길
2628,서울특별시 양천구 오목로85 7단지 버스정류장
2629,서울특별시 양천구 오목로85 7단지 버스정류장
2630,서울특별시 양천구 오목로3 목동오거리 보성상가 버스정류장
2631,서울특별시 양천구 오목로3 목동오거리 보성상가 버스정류장
2632,서울특별시 양천구 남부순환로514 GM자동차 서비스앞
2633,서울특별시 양천구 남부순환로514 GM자동차 서비스앞
2634,서울특별시 양천구 목동동로130 양천공원 버스정류장앞
2635,서울특별시 양천구 목동동로130 양천공원 버스정류장앞
2636,서울특별시 양천구 남부순환로368 신월3동 우체국앞
2637,서울특별시 양천구 남부순환로368 신월3동 우체국앞
2638,서울특별시 양천구 오목로101 신월동 양강초교 앞
2639,서울특별시 양천구 오목로101 신월동 양강초교 앞
2640,서울특별시 양천구 오목로31 신월동 강서초교 앞
2641,서울특별시 양천구 오목로31 신월동 강서초교 앞
2642,서울특별시 양천구 안양천로 신목동역 3번출구앞
2643,서울특별시 양천구 안양천로 신목동역 3번출구앞
2644,서울특별시 양천구 목동로173 진명여고 건너편(락감식당앞)
2645,서울특별시 양천구 목동로173 진명여고 건너편(락감식당앞)
2646,서울특별시 양천구 목동로170 진명여고 앞
2647,서울특별시 양천구 목동로170 진명여고 앞
2648,서울특별시 강서구 가로공원로 나누리병원 16-199
2649,서울특별시 강서구 가로공원로 나누리병원 16-00
2650,서울특별시 강서구 강서로 까치산역 16-19
2651,서울특별시 강서구 강서로 까치산역 16-19
2652,서울특별시 강서구 강서로 화곡역.현대주유소 16-05
2653,서울특별시 강서구 강서로 화곡중고등학교16-11
2654,서울특별시 강서구 강서로 화곡중고등학교16-1
2655,서울특별시 강서구 강서로 우장산역 1번출구16-13
2656,서울특별시 강서구 강서로 명덕고등학교16-16
2657,서울특별시 강서구 강서로 발산역힐스테이트16-18
2658,서울특별시 강서구 강서로 발산역힐스테이트16-18
2659,서울특별시 강서구 강서로 호서전문학교16-1
2660,서울특별시 강서구 강서로 호서전문학교16-
2661,서울특별시 강서구 강서로 KT가양지사16-3
2662,서울특별시 강서구 강서로 KT가양지사16-4
2663,서울특별시 강서구 강서로 명덕고등학교16-916
2664,서울특별시 강서구 강서로 우장산역 4번출구16-974
2665,서울특별시 강서구 개화로 방화중학교16-163
2666,서울특별시 강서구 개화로 방화중학교16-163
2667,서울특별시 강서구 개화로 방화중학교16-164
2668,서울특별시 강서구 개화로 방화중학교16-164
2669,서울특별시 강서구 개화로 개화파출소앞16-167
2670,서울특별시 강서구 개화로 개화검문소앞16-169
2671,서울특별시 강서구 개화로 개화역16-170
2672,서울특별시 강서구 개화로 개화역16-170
2673,서울특별시 강서구 개화로 개화역입구
2674,서울특별시 강서구 공항대로 등촌중학교16-104
2675,서울특별시 강서구 공항대로 하이웨이주유소16-106
2676,서울특별시 강서구 공항대로 하이웨이주유소16-106
2677,서울특별시 강서구 공항대로 한국가스공사16-109
2678,서울특별시 강서구 공항대로 한국가스공사16-109
2679,서울특별시 강서구 공항대로 발산역16-11
2680,서울특별시 강서구 공항대로 발산역16-11
2681,서울특별시 강서구 공항대로 송정역16-116
2682,서울특별시 강서구 공항대로 송정역16-116
2683,서울특별시 강서구 공항대로 발산역9번출구
2684,서울특별시 강서구 공항대로 송정역1번출구
2685,서울특별시 강서구 공항대로 송정역1번출구
2686,서울특별시 강서구 공항대로 강서보건소 앞
2687,서울특별시 강서구 공항대로 강서보건소 앞
2688,서울특별시 강서구 공항대로 도레미빌딩앞
2689,서울특별시 강서구 공항대로 등촌삼거리
2690,서울특별시 강서구 공항대로 등촌삼거리
2691,서울특별시 강서구 공항대로 송정역 4번출구앞
2692,서울특별시 강서구 공항대로 송정역 4번출구앞
2693,서울특별시 강서구 공항대로 송정초등학교 앞
2694,서울특별시 강서구 공항대로 송정초등학교 앞
2695,서울특별시 강서구 공항대로 정보화진흥공단
2696,서울특별시 강서구 공항대로 하이웨이주유소건너
2697,서울특별시 강서구 공항대로 하이웨이주유소건너
2698,서울특별시 강서구 공항대로 강서평생학습관 앞
2699,서울특별시 강서구 공항대로 강서평생학습관 앞
2700,서울특별시 강서구 공항대로45길 골프장16-558
2701,서울특별시 강서구 공항대로 송정역(중앙차로)
2702,서울특별시 강서구 공항대로 송정역(중앙차로)
2703,서울특별시 강서구 금낭화로 국민은행방화동지점
2704,서울특별시 강서구 금낭화로 국민은행방화동지점
2705,서울특별시 강서구 금낭화로 국립국어원16-133
2706,서울특별시 강서구 금낭화로 국립국어원16-133
2707,서울특별시 강서구 등촌로 영일고등학교16-173
2708,서울특별시 강서구 등촌로 대일고등학교16-176
2709,서울특별시 강서구 등촌로 대일고등학교16-176
2710,서울특별시 강서구 등촌로 목동사거리16-179
2711,서울특별시 강서구 등촌로 목동사거리16-179
2712,서울특별시 강서구 방화대로 세민정보고등학교16-306
2713,서울특별시 강서구 방화대로 세민정보고등학교16-306
2714,서울특별시 강서구 방화대로 신방화역 3번출구
2715,서울특별시 강서구 방화대로 신방화역 3번출구
2716,서울특별시 강서구 방화동로 공항시장16-119
2717,서울특별시 강서구 방화동로 국민은행공항동16-10
2718,서울특별시 강서구 방화동로 국민은행공항동16-10
2719,"서울특별시 강서구 양천로 염창동아3차,나이아가라호텔16-45"
2720,서울특별시 강서구 양천로 염창동새마을금고16-48
2721,"서울특별시 강서구 양천로 블루나인비지니스센터,이마트16-53"
2722,"서울특별시 강서구 양천로 블루나인비지니스센터,이마트16-54"
2723,"서울특별시 강서구 양천로 블루나인비지니스센터,이마트16-54"
2724,서울특별시 강서구 양천로 등촌동대림아파트16-65
2725,서울특별시 강서구 양천로 가양동CJ주식회사16-67
2726,서울특별시 강서구 양천로 겸재정선기념관16-7
2727,서울특별시 강서구 양천로 서남환경공원마곡 16-78
2728,서울특별시 강서구 양천로 개화산역16-87
2729,서울특별시 강서구 양천로 개화산역16-87
2730,서울특별시 강서구 양천로 양천향교역16-309
2731,서울특별시 강서구 양천로 증미역번출구
2732,서울특별시 강서구 양천로 가양역5번출구
2733,서울특별시 강서구 양천로 가양역5번출구
2734,서울특별시 강서구 양천로 양천향교역 1번출구
2735,서울특별시 강서구 양천로 양천향교역 1번출구
2736,서울특별시 강서구 양천로 염창동주유소앞
2737,서울특별시 강서구 양천로 양천초등학교16-70
2738,서울특별시 강서구 양천로59길 강서구청가양동별관
2739,서울특별시 강서구 양천로59길 강서구청가양동별관
2740,서울특별시 강서구 양천로59길 강서구청가양별관16-41
2741,서울특별시 강서구 허준로 가양한강타운아파트16-7
2742,서울특별시 강서구 허준로 가양한강타운아파트16-7
2743,서울특별시 강서구 허준로 가양동천주교회6-3
2744,서울특별시 강서구 허준로 공진중학교16-33
2745,서울특별시 강서구 허준로 가양도시개발4단지아파트16-35
2746,서울특별시 강서구 허준로 대림경동아파트16-35
2747,서울특별시 강서구 허준로 가양5단지아파트16-37
2748,서울특별시 강서구 허준로 가양한강타운아파트16-8
2749,서울특별시 강서구 허준로 가양한강타운아파트16-8
2750,서울특별시 강서구 화곡로 마포고등학교16-136
2751,서울특별시 강서구 화곡로 마포고등학교16-136
2752,서울특별시 강서구 화곡로 경복여상 앞16-137
2753,서울특별시 강서구 화곡로 경복여상 앞16-137
2754,서울특별시 강서구 화곡로 경복여고16-138
2755,서울특별시 강서구 화곡로 경복여고16-138
2756,서울특별시 강서구 화곡로 강서구청16-139
2757,서울특별시 강서구 화곡로 강서구청16-139
2758,서울특별시 강서구 화곡로 강서구청16-140
2759,서울특별시 강서구 화곡로 강서구청16-140
2760,서울특별시 강서구 화곡로 우장초등학교16-141
2761,서울특별시 강서구 화곡로 우장초등학교16-141
2762,서울특별시 강서구 화곡로 우장초등학교16-14
2763,서울특별시 강서구 화곡로 폴리텍대학16-144
2764,서울특별시 강서구 화곡로 폴리텍대학16-144
2765,서울특별시 강서구 화곡로 화곡시장16-145
2766,서울특별시 강서구 화곡로 화곡시장16-145
2767,서울특별시 강서구 화곡로 화곡시장16-146
2768,서울특별시 강서구 화곡로 화곡시장16-146
2769,서울특별시 강서구 화곡로 화곡역에이스정형외과16-147
2770,서울특별시 강서구 화곡로 화곡역에이스정형외과16-147
2771,서울특별시 강서구 화곡로 화곡역에이스정형외과16-148
2772,서울특별시 강서구 화곡로 화곡역에이스정형외과16-148
2773,서울특별시 강서구 화곡로 화곡푸르지오16-149
2774,서울특별시 강서구 화곡로 화곡푸르지오16-149
2775,서울특별시 강서구 화곡로 제일성심병원16-341
2776,서울특별시 강서구 화곡로 제일성심병원16-361
2777,서울특별시 강서구 화곡로 가양역4번출구
2778,서울특별시 강서구 화곡로 가양역3번출구쪽
2779,서울특별시 강서구 화곡로 가양역3번출구쪽
2780,서울특별시 강서구 화곡로 가양역9번출구
2781,서울특별시 강서구 화곡로 가양역9번출구
2782,"서울특별시 강서구 화곡로 화곡역5,6번출구쪽"
2783,"서울특별시 강서구 화곡로 화곡역5,6번출구쪽"
2784,"서울특별시 강서구 화곡로 화곡역7,8번출구쪽"
2785,"서울특별시 강서구 화곡로 화곡역7,8번출구쪽"
2786,서울특별시 강서구 화곡로 강서구청앞1
2787,서울특별시 강서구 화곡로 강서구청앞
2788,서울특별시 강서구 마곡중앙5로 신방화역 4번 출구 토마토 김밥집 앞
2789,서울특별시 강서구 마곡중앙5로 신방화역 4번 출구 토마토 김밥집 앞
2790,서울특별시 강서구 마곡서1로 신방화역 5번 출구 행복부동산 앞
2791,서울특별시 강서구 마곡서1로 신방화역 5번 출구 행복부동산 앞
2792,서울특별시 강서구 마곡중앙로 엠벨리15단지 버스정류장 앞16-48
2793,서울특별시 강서구 마곡중앙로 엠벨리15단지 버스정류장 앞16-48
2794,서울특별시 강서구 강서로 그랜드마트 정류장앞16-337
2795,서울특별시 강서구 강서로 그랜드마트 정류장앞16-337
2796,서울특별시 강서구 양천로59길 강서구청 가양동별관
2797,서울특별시 강서구 양천로59길 강서구청 가양동별관
2798,서울특별시 강서구 화곡로 강서구청 본관 공원
2799,서울특별시 강서구 화곡로 강서구청 본관 공원
2800,서울특별시 강서구 화곡로 강서구청 본관 뒤편 공원
2801,서울특별시 강서구 허준로 가양3동주민센터 버스정류장(16-4)
2802,서울특별시 강서구 양천로 강서한강자이아파트 버스정류장(16-66)
2803,서울특별시 강서구 양천로 염창동한마음.관음삼성아파트(16-49)
2804,서울특별시 강서구 허준로 가양3동 1484-6 인도변
2805,서울특별시 강서구 강서로 양천향교역.휴먼빌아파트버스정류장(16-5)
2806,서울특별시 강서구 가로공원로 화원중학교버스정류장(16-0)
2807,서울특별시 강서구 월정로 황외과앞버스정류장(16-190)
2808,서울특별시 강서구 곰달래로 강서한방병원버스정류장(16-38)
2809,서울특별시 강서구 곰달래로 화곡동유림아파트버스정류장(16-188)
2810,서울특별시 강서구 곰달래로 서울신정초등학교버스정류장(16-18)
2811,서울특별시 강서구 곰달래로 화곡동남부시장버스정류장(16-180)
2812,서울특별시 강서구 등촌로 목동사거리버스정류장(16-178)
2813,서울특별시 강서구 남부순환로 강서면허시험장메이필드호텔 정류장(16-153)
2814,서울특별시 강서구 강서로 등촌3동그랜드백화점  버스정류장(16-19)
2815,서울특별시 강서구 수명로 마곡수명산파크5단지6단지  정류장(16-417)
2816,서울특별시 강서구 공항대로 마곡역 버스정류장(16-018)
2817,서울특별시 강서구 마곡중앙로 마곡역 버스정류장(16-398)
2818,서울특별시 강서구 강서로 발산역.우장산힐스테이트버스정류장(16-17)
2819,서울특별시 강서구 남부순환로 외발산광명마을 버스정류장(16-15)
2820,서울특별시 강서구 남부순환로 공항동천주교회 버스정류장(16-161)
2821,서울특별시 강서구 김포대로 상사마을입구 버스정류장(16-17)
2822,서울특별시 강서구 마곡중앙5로 마곡나루역 버스정류장(16-396)
2823,서울특별시 강서구 마곡중앙5로 마곡나루역 버스정류장(16-396)
2824,서울특별시 강서구 마곡중앙5로 마곡나루역1번출구 버스정류장(16-399)
2825,서울특별시 강서구 마곡중앙5로 마곡나루역1번출구 버스정류장(16-399)
2826,서울특별시 강서구 마곡중앙5로 마곡엠밸리7단지.71동 버스정류장(16-70)
2827,서울특별시 강서구 마곡중앙5로 마곡엠밸리7단지.71동 버스정류장(16-70)
2828,서울특별시 강서구 방화대로 마곡엠밸리5단지 버스정류장(16-706)
2829,서울특별시 강서구 방화대로 마곡엠밸리5단지 버스정류장(16-706)
2830,서울특별시 강서구 마곡서로 마곡엠벨리7단지앞 마을버스정류장(마곡동767-6)
2831,서울특별시 강서구 등촌로 영일고등학교.강서도서관 버스정류장(16-173)
2832,서울특별시 강서구 등촌로 아이파크아파트.백석중학교 버스정류장(16-174)
2833,서울특별시 강서구 등촌로 등촌동주민센터.등촌동대림아파트 버스정류장(16-175)
2834,서울특별시 강서구 등촌로 용문사.시립화곡청소년수련관 버스정류장(16-177)
2835,서울특별시 강서구 마곡서1로 강서세무서.공항초교(16-58)
2836,서울특별시 강서구 마곡서1로 강서세무서.공항초교(16-6)
2837,서울특별시 강서구 공항대로 공항중학교.공항초등학교(중)(16-016)
2838,서울특별시 강서구 공항대로 공항중학교.공항초등학교(중)(16-00)
2839,서울특별시 강서구 공항대로 송정역(중)(16-014)
2840,서울특별시 강서구 공항대로 송정역(중)(16-015)
2841,서울특별시 강서구 초원로 마곡엠밸리6.7단지.마곡중학교(16-395)
2842,서울특별시 강서구 등촌로 마곡엠벨리4단지(16-705)
2843,서울특별시 강서구 강서로 까치산역번출구(16-191)
2844,서울특별시 강서구 곰달래로 성석교회(16-181)
2845,서울특별시 강서구 곰달래로 서울신정초등학교(16-183)
2846,서울특별시 강서구 곰달래로 화곡8동주민센터.까치산시장(16-185)
2847,서울특별시 강서구 강서로 KT강서지사(16-186)
2848,서울특별시 강서구 곰달래로 화곡동유림아파트(16-189)
2849,서울특별시 강서구 강서로 화곡동백구사(16-193)
2850,서울특별시 강서구 가로공원로 화곡동대림아파트(16-195)
2851,서울특별시 강서구 양천로 마곡실내배드민턴장(16-73)
2852,서울특별시 강서구 양천로 마곡실내배드민턴장(16-74)
2853,서울특별시 강서구 양천로 서남물재생센터(16-75)
2854,서울특별시 강서구 양천로 서남물재생센터(16-76)
2855,서울특별시 강서구 공항대로 마곡역7번출구
2856,서울특별시 강서구 공항대로 마곡역(중)(16-019)
2857,서울특별시 강서구 공항대로 발산역(중)(16-017)
2858,서울특별시 강서구 방화대로 롯데R&D센터(16-608)
2859,서울특별시 강서구 방화대로 마곡역(16-397)
2860,서울특별시 강서구 양천로 강서소방서.이마트.증미역(1656)
2861,서울특별시 강서구 월정로 월정로 134 황외과 앞 버스정류장
2862,서울특별시 강서구 가로공원로 가로공원로 19 사거리 횡단보도 
2863,서울특별시 강서구 가로공원로 가로공원로 37 화곡터널입구교차로 횡단보도
2864,서울특별시 강서구 가로공원로 가로공원로 15 가로공원공영주차장 횡단보도
2865,서울특별시 강서구 허준로 허준로 50 동양고등학교 버스정류장
2866,서울특별시 강서구 허준로 허준로 47 가양단지성지아파트 버스정류장
2867,서울특별시 강서구 허준로 허준로 76 한보구암마을아파트 버스정류장
2868,서울특별시 강서구 허준로 허준로 139 강변아파트 버스정류장
2869,서울특별시 강서구 허준로 허준로 175 도시개발6단지아파트 버스정류장
2870,서울특별시 강서구 허준로 허준로 34 도시개발9단지아파트 버스정류장
2871,서울특별시 강서구 양천로 양천로 68 태영송화아파트 버스정류장
2872,서울특별시 강서구 마곡중앙5로 마곡중앙5로 6 마곡나루역 버스정류장
2873,서울특별시 강서구 마곡중앙5로 마곡중앙5로 6 마곡나루역 번출구 
2874,서울특별시 강서구 공항대로 공항대로 마곡역 1번출구 
2875,서울특별시 강서구 마곡중앙로 마곡중앙로 33 마곡엠밸리14단지 버스정류장
2876,"서울특별시 강서구 마곡동로 마곡동로 마곡일반산업단지 D30-1,"
2877,서울특별시 강서구 마곡동로 마곡동로 55 사거리 
2878,서울특별시 강서구 마곡동로 마곡동로 6 마곡사이언스타워 앞
2879,서울특별시 강서구 마곡중앙10로 마곡중앙10로 70 LG사이언스파크 E-14동
2880,서울특별시 강서구 마곡중앙10로 마곡중앙10로 30 LG사이언스파크 ISC통합지원센터
2881,서울특별시 강서구 마곡중앙10로 마곡중앙10로 30 LG사이언스파크 ISC통합지원센터 후면
2882,서울특별시 강서구 양천로 양천로 108 하나은행 앞
2883,서울특별시 강서구 방화대로 방화대로 외발산사거리 횡단보도
2884,서울특별시 강서구 금낭화로 금낭화로 135 방화역 3번출구 택시정류장
2885,서울특별시 강서구 양천로 양천로 87 동부센트레빌아파트 버스정류장
2886,서울특별시 강서구 송정로 송정로3길 3 공항동주민센터 버스정류장
2887,서울특별시 강서구 남부순환로 공항동천주교회 버스정류장
2888,서울특별시 강서구 양천로 양천로 11 신방화사거리 버스정류장
2889,서울특별시 강서구 개화동로 개화동로1길 4 방화동도시개발11단지 버스정류장
2890,서울특별시 강서구 양천로 양천로7길 생태공원 버스정류장
2891,서울특별시 강서구 양천로 양천로7길 서광아파트 버스정류장
2892,서울특별시 강서구 양천로 양천로 서남환경공원 버스정류장
2893,서울특별시 강서구 양천로 양천로 서남물재생센터 버스정류장
2894,서울특별시 강서구 양천로 양천로 서남환경공원 버스정류장
2895,서울특별시 강서구 양천로 양천로 마곡배드민턴장 버스정류장
2896,서울특별시 강서구 마곡중앙6로 힐스테이트에코오피스텔 앞
2897,서울특별시 강서구 등촌로 등촌로 13 칼텍스주유소 앞
2898,서울특별시 강서구 등촌로 등촌동주민센터 버스정류장(16-175)
2899,서울특별시 강서구 등촌로 대일고교 버스정류장(16-176)
2900,서울특별시 강서구 등촌로 등촌로 4강서농협 앞
2901,서울특별시 강서구 강서로 강서로 134 건널목
2902,서울특별시 강서구 월정로 월정로 176 월정초등학교 앞
2903,서울특별시 강서구 양천로 CJ주식회사 버스정류장(16-68)
2904,서울특별시 강서구 공항대로 서울디지털대학교 버스정류장(16-008)
2905,서울특별시 강서구 양천로 관음삼성아파트 버스정류장(16-50)
2906,서울특별시 강서구 양천로 염창동새마을금고 버스정류장(16-48)
2907,서울특별시 강서구 양천로 가양역 우성아파트 버스정류장(16-60)
2908,서울특별시 강서구 양천로 SBS공개홀 버스정류장(16-61)
2909,서울특별시 강서구 수명로 마곡수명산파크3단지 버스정류장(16-879)
2910,서울특별시 강서구 공항대로 KBS스포츠월드 버스정류장(16-009)
2911,서울특별시 강서구 남부순환로 강서면허시험장 버스정류장(16-849)
2912,서울특별시 강서구 남부순환로 외발산신광명마을 버스정류장(16-151)
2913,서울특별시 강서구 수명로 수명산파크7단지 버스정류장(16-416)
2914,서울특별시 강서구 마곡중앙로 이대서울병원 버스정류장(16-388)
2915,서울특별시 강서구 마곡서로 마곡수명산파트4단지 횡단보도
2916,서울특별시 강서구 공항대로 공항삼거리 횡단보도
2917,서울특별시 강서구 방화대로 공항중학교 버스정류장(16-308)
2918,서울특별시 강서구 개화동로 개화치안센터 버스정류장(16-168)
2919,서울특별시 강서구 방화대로 강서공고 버스정류장(16-303)
2920,서울특별시 강서구 공항대로 공항중학교 버스정류장(16-115)
2921,서울특별시 강서구 공항대로 KBS스포츠월드 버스정류장(16-010)
2922,서울특별시 강서구 강서로 웰튼병원 버스정류장(16-15)
2923,서울특별시 강서구 등촌로 목동사거리 버스정류장(16-178)
2924,서울특별시 강서구 등촌로 용문사 버스정류장(16-177)
2925,서울특별시 강서구 강서로 베뉴지웨딩홀 버스정류장(16-969)
2926,서울특별시 강서구 강서로 발산역3번출구 버스정류장(16-0)
2927,서울특별시 강서구 양천로 SBS공개홀 버스정류장(16-6)
2928,서울특별시 강서구 양천로 가양역 현대프린스텔 버스정류장(16-57)
2929,서울특별시 강서구 양천로 가양역 우성아파트 버스정류장(16-59)
2930,서울특별시 강서구 양천로 염창동새마을금고 버스정류장(16-47)
2931,서울특별시 강서구 허준로 가양초등학교 버스정류장(16-40)
2932,서울특별시 강서구 허준로 세현고등학교 버스정류장(16-44)
2933,서울특별시 강서구 공항대로 발산역5번출구 버스정류장(16-11)
2934,서울특별시 강서구 발산로 강서농수산물도매시장 버스정류장(16-975)
2935,서울특별시 구로구 구로동로 구로동로13
2936,서울특별시 구로구 구로동로 구로동로5
2937,서울특별시 구로구 구로동로 구로동로31
2938,서울특별시 구로구 남부순환로 남부순환로195
2939,서울특별시 구로구 남부순환로105길 남부순환로105길76
2940,서울특별시 구로구 남부순환로105길 남부순환로105길134
2941,서울특별시 구로구 남부순환로105길 남부순환로105길134
2942,서울특별시 구로구 디지털로 디지털로30
2943,서울특별시 구로구 디지털로 디지털로31
2944,서울특별시 구로구 디지털로7길 디지털로7길135
2945,서울특별시 구로구 디지털로7길 디지털로7길135
2946,서울특별시 구로구 디지털로7길 디지털로7길135
2947,서울특별시 구로구 우마길 우마길14(연길순희냉면)
2948,서울특별시 구로구 우마길 우마길14(허흑오리)
2949,서울특별시 구로구 우마길 우마길14(금단초두부)
2950,서울특별시 구로구 우마길 우마길0(수향미용실)
2951,서울특별시 구로구 우마길 우마길(연변냉면)
2952,서울특별시 구로구 우마길 우마길3(초원양꼬치)
2953,서울특별시 구로구 남부순환로105라길 남부순환로105라길11(신베이징노래방)
2954,서울특별시 구로구 남부순환로105라길 남부순환로105라길5(우따랑쏘빙)
2955,서울특별시 구로구 남부순환로105라길 남부순환로105라길8(참나무족발숯불갈비살)
2956,서울특별시 구로구 남부순환로105라길 남부순환로105라길0(용아식당)
2957,서울특별시 구로구 개봉로 개봉로3가길30
2958,서울특별시 구로구 경인로 경인로33길51
2959,서울특별시 구로구 남부순환로 남부순환로775(개봉1동사거리 버스정류장)
2960,서울특별시 구로구 경인로 경인로313
2961,서울특별시 구로구 경인로 경인로81
2962,서울특별시 구로구 경인로 개봉역전
2963,서울특별시 구로구 고척로 고척로101
2964,서울특별시 구로구 고척로 고척로85
2965,서울특별시 구로구 고척로 고척로10
2966,서울특별시 구로구 경인로 경인로33길5
2967,서울특별시 구로구 경인로 경인로319
2968,서울특별시 구로구 남부순환로 남부순환로775(개봉푸르지오 정문)
2969,서울특별시 구로구 개봉로 개봉로 63
2970,서울특별시 구로구 개봉로 개봉로 71
2971,서울특별시 구로구 개봉로 개봉로19길 43
2972,서울특별시 구로구 개봉로 개봉로0길 54
2973,서울특별시 구로구 개봉로 개봉로0길 54
2974,서울특별시 구로구 개봉로 개봉로0길 74
2975,서울특별시 구로구 개봉로 개봉로0길 74
2976,서울특별시 구로구 남부순환로 남부순환로95길 16 (삼호아파트 10동 앞)
2977,서울특별시 구로구 남부순환로 남부순환로95길 30 (림괄아파트 동 앞)
2978,서울특별시 구로구 개봉로 개봉로4
2979,서울특별시 구로구 개봉로 개봉로1길40
2980,서울특별시 구로구 개봉로 개봉로10
2981,서울특별시 구로구 개봉로 개봉로10
2982,서울특별시 구로구 개봉로 개봉로10
2983,서울특별시 구로구 개봉로 개봉로
2984,서울특별시 구로구 개봉로 개봉로34
2985,서울특별시 구로구 경서로 경서로 47
2986,서울특별시 구로구 중앙로 중앙로109
2987,서울특별시 구로구 고척로 고척로14-1
2988,서울특별시 구로구 고척로 고척로1
2989,서울특별시 구로구 경인로 경인로33길75
2990,서울특별시 구로구 고척로 고척로9
2991,서울특별시 구로구 고척로 고척로 38
2992,서울특별시 구로구 고척로 고척로189
2993,서울특별시 구로구 고척로 고척로38
2994,서울특별시 구로구 고척로 고척로153
2995,서울특별시 구로구 고척로 고척로196
2996,서울특별시 구로구 고척로 고척로
2997,서울특별시 구로구 중앙로 중앙로15길94
2998,서울특별시 구로구 중앙로 중앙로15길100-9
2999,서울특별시 구로구 중앙로 중앙로109
3000,서울특별시 구로구 고척로 고척로14-1
3001,서울특별시 구로구 고척로 고척로1
3002,서울특별시 구로구 경인로 경인로33길75
3003,서울특별시 구로구 고척로 고척로9
3004,서울특별시 구로구 고척로 고척로 38
3005,서울특별시 구로구 고척로 고척로189
3006,서울특별시 구로구 고척로 고척로38
3007,서울특별시 구로구 고척로 고척로153
3008,서울특별시 구로구 고척로 고척로196
3009,서울특별시 구로구 고척로 고척로
3010,서울특별시 구로구 중앙로 중앙로15길94
3011,"서울특별시 구로구 구일로4길 구일로4길 46
(현대연예인아파트 입구)"
3012,"서울특별시 구로구 구일로4길 구일로4길 57
(구로1동주민센터 앞)"
