번호                                                                                                                                       (01.6월 기준),주소
1434,서울특별시 강북구 삼각산로 삼각산로 16(인수동 환경미화원 후생관) 앞
1435,서울특별시 강북구 월계로 강북재활용쓰레기 선별장 앞(개 추가)
1436,서울특별시 강북구 월계로 강북재활용쓰레기 선별장 앞(개 추가)
1437,서울특별시 강북구 도봉로 도봉로 16강북휴요양병원 앞
1438,서울특별시 강북구 덕릉로 서울특별시 강북구 덕릉로 77 (수유동)
1439,"서울특별시 강북구 삼양로 삼양로 371, 09-134 버스정류장"
1440,"서울특별시 강북구 인수봉로 인수봉로 39, 미양중고 버스정류장(09847)"
1441,"서울특별시 강북구 인수봉로 인수봉로 39, 미양중고 버스정류장(09847)"
1442,"서울특별시 강북구 인수봉로14길 인수봉로14길 4, 미양중고 버스정류장(09501)"
1443,"서울특별시 강북구 인수봉로14길 인수봉로14길 4, 미양중고 버스정류장(09501)"
1444,"서울특별시 강북구 인수봉로9 인수봉로 39, 미양중고 버스정류장(0918)"
1445,"서울특별시 강북구 인수봉로 인수봉로 39, 미양중고 버스정류장(0918)"
1446,"서울특별시 강북구 인수봉로1길 인수봉로1길 6, 미양중고 버스정류장(0917)"
1447,"서울특별시 강북구 인수봉로1길 인수봉로1길 6, 미양중고 버스정류장(0917)"
1448,서울특별시 강북구 도봉로 미아사거리역 버스정류장(09011)
1449,서울특별시 강북구 도봉로 미아사거리역 버스정류장(09011)
1450,서울특별시 강북구 도봉로 미아사거리역 버스정류장(0901)
1451,서울특별시 강북구 도봉로 미아사거리역 버스정류장(0901)
1452,"서울특별시 강북구 오현로 오현로 04, 번동초등학교 앞 횡단보도"
1453,"서울특별시 강북구 오현로 오현로 04, 번동초등학교 앞 횡단보도"
1454,"서울특별시 강북구 오현로 오현로07, 벌말어린이공원 앞 버스정류장(098)"
1455,"서울특별시 강북구 오현로 오현로07, 벌말어린이공원 앞 버스정류장(098)"
1456,"서울특별시 강북구 오현로 오현로 156, 해모로아파트 상가 앞 버스정류장(09870)"
1457,"서울특별시 강북구 오현로 오현로 156, 해모로아파트 상가 앞 버스정류장(09870)"
1458,"서울특별시 강북구 4.19로 4.19로 88-1, 백련사 앞 버스정류장(09875)"
1459,"서울특별시 강북구 월계로 월계로 59, 교통정보센터 앞 09994 버스정류장"
1460,"서울특별시 강북구 월계로 월계로 59, 교통정보센터 앞 09994 버스정류장"
1461,"서울특별시 강북구 월계로 월계로 83, cu미아창문점 앞 09978 버스정류장"
1462,"서울특별시 강북구 월계로 월계로 83, cu미아창문점 앞 09978 버스정류장"
1463,"서울특별시 강북구 삼양로 삼양로 47, 롯데마트 삼양점 앞"
1464,"서울특별시 강북구 삼양로 삼양로 47, 롯데마트 삼양점 앞"
1465,서울특별시 강북구 삼양로 가오리역 번 출구 앞
1466,"서울특별시 강북구 솔샘로 솔샘로1, 미아동 1339-앞"
1467,서울특별시 강북구 삼각산로 강북구 삼각산로 16
1468,서울특별시 강북구 삼각산로 강북구 삼각산로 16
1469,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 40 (미아동) 인근 중앙버스정류소 미아사거리역(0901)
1470,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 40 (미아동) 인근 중앙버스정류소 미아사거리역(0901)
1471,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (미아동) 인근 버스중앙정류소 미아사거리역(09011)
1472,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (미아동) 인근 버스중앙정류소 미아사거리역(09011)
1473,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 110 (미아동) 앞 중앙정류소 09010
1474,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 110 (미아동) 앞 중앙정류소 09010
1475,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 108 (미아동) 앞 중앙정류소 09010
1476,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 108 (미아동) 앞 중앙정류소 09010
1477,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 117 (미아동) 앞 중앙정류소 09009
1478,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 117 (미아동) 앞 중앙정류소 09009
1479,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 117 (미아동) 앞 중앙정류소 09009
1480,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 117 (미아동) 앞 중앙정류소 09009
1481,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 17 (미아동) 앞 중앙정류소 09008
1482,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 17 (미아동) 앞 중앙정류소 09008
1483,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 18(미아동) 앞 중앙정류소 09007
1484,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 18(미아동) 앞 중앙정류소 09007
1485,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 18(미아동) 앞 중앙정류소 09007
1486,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 18(미아동) 앞 중앙정류소 09007
1487,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 4 (미아동) 앞 중앙정류소 09006
1488,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 4 (미아동) 앞 중앙정류소 09006
1489,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 4 (미아동) 앞 중앙정류소 09006
1490,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 4 (미아동) 앞 중앙정류소 09006
1491,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (수유동) 앞 중앙정류소 09005
1492,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (수유동) 앞 중앙정류소 09005
1493,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (수유동) 앞 중앙정류소 09005
1494,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 55 (수유동) 앞 중앙정류소 09005
1495,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 317 (수유동) 앞 중앙정류소 09003
1496,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 317 (수유동) 앞 중앙정류소 09003
1497,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 384 (번동) 앞 중앙정류소 0900
1498,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 384 (번동) 앞 중앙정류소 0900
1499,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 387 (수유동) 앞 중앙정류소 09001
1500,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 387 (수유동) 앞 중앙정류소 09001
1501,서울특별시 강북구 삼양로 서울특별시 강북구 삼양로 685 (우이동) 앞 도로변
1502,서울특별시 강북구 덕릉로 서울특별시 강북구 덕릉로 186 (번동) 앞 도로변
1503,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 334 (번동) 앞 중앙정류소 09004
1504,서울특별시 강북구 도봉로 서울특별시 강북구 도봉로 334 (번동) 앞 중앙정류소 09004
1505,서울특별시 동작구 노량진로  4길번지(ID:0-157)
1506,서울특별시 동작구 노량진로  48번지(노들지구대 앞)
1507,서울특별시 동작구 노량진로  노들역(ID:0-014)
1508,서울특별시 동작구 노량진로  4번지(노량진우체국)
1509,서울특별시 동작구 노량진로  노들역(ID:0-013)
1510,서울특별시 동작구 노량진로  노들역(ID:0-013)
1511,서울특별시 동작구 매봉로 165번지(수학원)
1512,서울특별시 동작구 매봉로 극동아파트 정류장(ID:0-745)
1513,서울특별시 동작구 매봉로 한신아파트(ID:0-869)
1514,서울특별시 동작구 노량진로  노량진역(ID:0-011)
1515,서울특별시 동작구 장승배기로 동작구청앞 버스정류장(ID:0-944)
1516,서울특별시 동작구 장승배기로 동작구청앞 버스정류장(ID:0-944)
1517,서울특별시 동작구 노량진로  17번지(GS 주유소 앞)
1518,서울특별시 동작구 매봉로 노량진역(ID:0-01)
1519,서울특별시 동작구 노량진로  191(사육신묘앞)
1520,서울특별시 동작구 노량진로  157-노량진역(ID:0-115)
1521,서울특별시 동작구 노량진로  16길 33번지
1522,서울특별시 동작구 노량진로  3번지
1523,서울특별시 동작구 만양로  11번지(다이소 앞)
1524,서울특별시 동작구 만양로  노량진동 116-(한성주창장앞)
1525,서울특별시 동작구 장승배기로 143-1번지
1526,서울특별시 동작구 장승배기로 143-1번지
1527,서울특별시 동작구 장승배기로 10(나이스가이 헤어숍)
1528,서울특별시 동작구 장승배기로 10(나이스가이 헤어숍)
1529,서울특별시 동작구 노량진로  노량진수산시장(ID:0-009)
1530,서울특별시 동작구 장승배기로 11가길11(장승배기역5번출구 옆)
1531,서울특별시 동작구 노량진로  14번지
1532,서울특별시 동작구 노량진로  96번지(세븐일레븐 앞)
1533,서울특별시 동작구 장승배기로 160(노량진초등학교 앞)
1534,서울특별시 동작구 노량진로  노량진수산시장(ID:0-010)
1535,서울특별시 동작구 장승배기로 18번지(기업은행 앞)
1536,서울특별시 동작구 장승배기로 18번지(기업은행 앞)
1537,서울특별시 동작구 노량진로  노량진로 15-1(해박난치과)
1538,서울특별시 동작구 노량진로  노량진로 15-1(해박난치과)
1539,서울특별시 동작구 상도로 53길39번지(ID:0-44)
1540,서울특별시 동작구 상도로 53길39번지(ID:0-44)
1541,서울특별시 동작구 양녕로 68번지
1542,서울특별시 동작구 서달로 1길17 동양아파트(ID:0-917)
1543,서울특별시 동작구 상도로 357번지(ID:0-166)
1544,서울특별시 동작구 상도로 봉현초등학교(ID:0-167)
1545,서울특별시 동작구 상도로 383-번지
1546,서울특별시 동작구 신대방1가길 357번지(ID:0-165)
1547,서울특별시 동작구 상도로 364-1(ID:0-165)
1548,서울특별시 동작구 사당로 번지(ID:0-169)
1549,서울특별시 동작구 상도로 35번지
1550,서울특별시 동작구 상도로 67(상도역3번출구 옆)
1551,서울특별시 동작구 상도로 67(상도역3번출구 옆)
1552,서울특별시 동작구 만양로  6번지(백두공인중개사)
1553,서울특별시 동작구 사당로 숭실대별관앞(ID:0-17)
1554,서울특별시 동작구 상도로 134번지
1555,서울특별시 동작구 양녕로 69-1번지
1556,서울특별시 동작구 상도로 156번지
1557,서울특별시 동작구 상도로 156번지
1558,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆)
1559,서울특별시 동작구 장승배기로 73번지(상도치안센타 옆)
1560,서울특별시 동작구 장승배기로 78번지
1561,서울특별시 동작구 상도로 147번지
1562,서울특별시 동작구 상도로 181번지
1563,서울특별시 동작구 상도로 동작보건소(ID:0-153)
1564,서울특별시 동작구 양녕로 경향렉스빌(ID:0-)
1565,서울특별시 동작구 상도로 83번지(신한은행 앞)
1566,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞)
1567,서울특별시 동작구 상도로 94번지(주작나무 한의원 앞)
1568,서울특별시 동작구 보라매로 104번지(왕세숫대야냉면)
1569,서울특별시 동작구 보라매로 93번지(통삼겹구이 앞)
1570,서울특별시 동작구 보라매로 101번지(삼거리 왕만두)
1571,서울특별시 동작구 상도로 서울공업고등학교(ID:0-144)
1572,서울특별시 동작구 상도로 서울공업고등학교(ID:0-144)
1573,서울특별시 동작구 상도로 16번지
1574,서울특별시 동작구 상도로 16번지
1575,서울특별시 동작구 여의대방로  강남중학교(ID: 0-006)
1576,서울특별시 동작구 여의대방로  강남중학교(ID: 0-006)
1577,서울특별시 동작구 여의대방로 번지 우성아파트(ID:0-97)
1578,서울특별시 동작구 여의대방로 번지 우성아파트(ID:0-97)
1579,서울특별시 동작구 여의대방로 교수아파트(ID:0-98)
1580,서울특별시 동작구 여의대방로 교수아파트(ID:0-98)
1581,서울특별시 동작구 신대방길 -5(ID:0-07)
1582,서울특별시 동작구 신대방길 -5(ID:0-07)
1583,서울특별시 동작구 알마타길 6번지(ID:0-107)
1584,서울특별시 동작구 알마타길 6번지(ID:0-107)
1585,서울특별시 동작구 여의대방로 동작상떼빌아파트(ID:0-001)
1586,서울특별시 동작구 등용로 13번지(대방할인마트 앞)
1587,서울특별시 동작구 등용로 13번지(대방할인마트 앞)
1588,서울특별시 동작구 노량진로  현대아파트(ID:0-007)
1589,서울특별시 동작구 노량진로  현대아파트유한양행(ID:0-008)
1590,서울특별시 동작구 등용로 40번지(ID:0-593)
1591,서울특별시 동작구 서달로 15길 8-1(흑석역4번출구)
1592,서울특별시 동작구 서달로 15길 8-1(흑석역4번출구)
1593,서울특별시 동작구 현충로 14번지(조선일보뉴지엄)
1594,서울특별시 동작구 현충로길 흑석동 효사정 앞(ID:0-13)
1595,서울특별시 동작구 현충로 108번지
1596,서울특별시 동작구 현충로길 동작실버센터입구(ID:0-51)
1597,서울특별시 동작구 현충로길 4번지 효사정 앞(ID:0-14)
1598,서울특별시 동작구 현충로 151번지(ID:0-130)
1599,서울특별시 동작구 현충로 111번지(ID:0-17)
1600,서울특별시 동작구 서달로 158번지
1601,서울특별시 동작구 서달로 158번지
1602,서울특별시 동작구 동작대로 경문고등학교(ID:-031)
1603,서울특별시 동작구 동작대로 경문고등학교(ID:-031)
1604,서울특별시 동작구 동작대로 경문고교 배나무골앞(ID:0-017)
1605,서울특별시 동작구 동작대로 171번지(경문고앞)
1606,서울특별시 동작구 동작대로 정금마을(ID:-033)
1607,서울특별시 동작구 동작대로 정금마을 방배경찰서(ID:0-016)
1608,서울특별시 동작구 동작대로 35번지 깨마을(ID:0-015)
1609,서울특별시 동작구 동작대로 35번지 깨마을(ID:0-015)
1610,서울특별시 동작구 동작대로 39번지
1611,서울특별시 동작구 동작동 국립현충원((ID:0-133)
1612,서울특별시 동작구 동작동 국립현충원((ID:0-134)
1613,서울특별시 동작구 동작동 국립현충원((ID:0-134)
1614,서울특별시 동작구 동작대로 남성시장(ID:0-018)
1615,서울특별시 동작구 동작대로 남성시장(ID:0-018)
1616,서울특별시 동작구 동작대로 남성시장(ID:-09)
1617,서울특별시 동작구 동작대로 남성시장(ID:-09)
1618,서울특별시 동작구 동작대로 101번지(다비치안경 앞)
1619,서울특별시 동작구 동작대로 101번지(다비치안경 앞)
1620,서울특별시 동작구 동작대로   11번지(미샤 앞)
1621,서울특별시 동작구 동작대로   11번지(미샤 앞)
1622,서울특별시 동작구 사당로 3길(세븐일레븐 앞)
1623,서울특별시 동작구 사당로 사당시장(ID:0-180)
1624,서울특별시 동작구 사당로 19번지(남성역 4번출구)
1625,서울특별시 동작구 사당로 9가길 55(ID:0-177)
1626,서울특별시 동작구 사당로 남성역(ID:0-178)
1627,서울특별시 동작구 사당로 300번지(ID: 0-184)
1628,서울특별시 동작구 사당로 300번지(ID: 0-184)
1629,서울특별시 동작구 사당로 54번지(ID:0-5)
1630,서울특별시 동작구 사당로 138(사당지구대 앞)
1631,서울특별시 동작구 사당로 138(사당지구대 앞)
1632,서울특별시 동작구 동작대로 19(한국전력 앞)
1633,서울특별시 동작구 동작대로 19(한국전력 앞)
1634,서울특별시 동작구 동작대로 7번지(IBK기업은행 앞)
1635,서울특별시 동작구 동작대로 67번지(더본병원 앞)
1636,서울특별시 동작구 동작대로 방배노인복지관 (ID: 0-00)
1637,서울특별시 동작구 동작대로 이수역(ID:0-07)
1638,서울특별시 동작구 동작대로 사당동우체국앞(ID:0-019)
1639,서울특별시 동작구 남부순환로 천수공원앞(사당역7번출구)
1640,서울특별시 동작구 남부순환로 천수공원앞(사당역7번출구)
1641,서울특별시 동작구 남부순환로 019번지
1642,서울특별시 동작구 남부순환로 069번지
1643,서울특별시 동작구 흑석로 106-5 번지
1644,서울특별시 동작구 흑석로 106-5 번지
1645,서울특별시 동작구 흑석로  108(신한은행)
1646,서울특별시 동작구 노량진로 114-5(올리브 영)
1647,서울특별시 동작구 노량진로 114-5(올리브 영)
1648,서울특별시 동작구 노량진로 114-5(올리브 영)
1649,서울특별시 동작구 노량진로 114-5(올리브 영)
1650,서울특별시 동작구 만양로 만양로3길0 신동아리버파크
1651,서울특별시 동작구 노량진로 노들역앞 정류장(ID:0-47)
1652,서울특별시 동작구 만양로 강남교회 앞 정류장(ID:0-819)
1653,서울특별시 동작구 노량진로 노량진역앞 7번출구
1654,서울특별시 동작구 노량진로 노량진로 3(ID:0-11)
1655,서울특별시 동작구 노량진로 노량진로 3(ID:0-11)
1656,서울특별시 동작구 사당로 사당로 85(이디야 커피숍 앞)
1657,서울특별시 동작구 사당로 사당로 85(이디야 커피숍 앞)
1658,서울특별시 동작구 남부순환로 태평백화점 앞
1659,서울특별시 동작구 동작대로 태평백화점 앞
1660,서울특별시 동작구 동작대로 태평백화점 앞
1661,서울특별시 동작구 동작대로 태평백화점 앞
1662,서울특별시 동작구 남부순환로 남부순환로 057(다이소 앞)
1663,서울특별시 동작구 남부순환로 남부순환로 057(다이소 앞)
1664,서울특별시 동작구 사당로 총신대(ID:0-174)
1665,서울특별시 동작구 사당로 총신대(ID:0-174)
1666,서울특별시 동작구 사당로 17번지(새마을금고 앞)
1667,서울특별시 동작구 사당로 17번지(새마을금고 앞)
1668,서울특별시 동작구 사당로 남성초등학교(ID:0-496)
1669,서울특별시 동작구 사당로 194(ID:0-600)
1670,서울특별시 동작구 사당로 194(ID:0-600)
1671,서울특별시 동작구 대림로 대림로 14(ID:0-08)
1672,서울특별시 동작구 대림로 대림로 14(ID:0-08)
1673,서울특별시 동작구 등용로 등용로 96(ID:0-106)
1674,서울특별시 동작구 등용로 등용로96(ID:0-106)
1675,서울특별시 동작구 시흥대로 658(올리브 영 앞)
1676,서울특별시 동작구 여의대방로 16
1677,서울특별시 동작구 양녕로 177번지(ID:0-89)
1678,서울특별시 동작구 상도로 53길 70번지(세븐일레븐 옆)
1679,서울특별시 동작구 상도로 상도시장(ID:0-161)
1680,서울특별시 동작구 상도로 31번지(동진빌딩 앞)
1681,서울특별시 동작구 상도로 상도로 357(ID:0-166)
1682,서울특별시 동작구 상도로 상도로 357(ID:0-166)
1683,서울특별시 동작구 사당로 숭실대정문앞(ID:0-170)
1684,서울특별시 동작구 상도로 숭실대입구역(ID:0-166)
1685,서울특별시 동작구 상도로 중앙하이츠빌 아파트(ID:0-16)
1686,서울특별시 동작구 상도로 상도시장(ID:0-160)
1687,서울특별시 동작구 장승배기로 16-1번지
1688,서울특별시 동작구 노량진로  147(노량진역 8번출구 앞)
1689,서울특별시 노원구 동일로 동일로 1104 앞 버스정류장
1690,서울특별시 노원구 동일로 동일로 1101(KB국민은행) 앞 버스정류장
1691,서울특별시 노원구 동일로 동일로 108(대우직업능력개발원) 앞 버스정류장
1692,서울특별시 노원구 동일로 동일로 1038 앞 버스정류장
1693,서울특별시 노원구 화랑로 공릉동 661-7 앞 버스정류장
1694,서울특별시 노원구 동일로 공릉역 4번출구 버스정류장
1695,서울특별시 노원구 동일로 동일로 1041(은성빌딩) 앞 버스정류장
1696,서울특별시 노원구 동일로 태릉입구역 3번출구 버스정류장
1697,서울특별시 노원구 동일로 태릉입구역 4번출구 버스정류장
1698,서울특별시 노원구 동일로 동일로 19길 0 앞 버스정류장
1699,서울특별시 노원구 화랑로 태릉입구역 1번출구 버스정류장
1700,서울특별시 노원구 화랑로 태릉입구역 7번출구 버스정류장
1701,서울특별시 노원구 노원로 공릉동 산 08-앞 버스정류장
1702,서울특별시 노원구 노원로 우방아파트 앞 버스정류장(50동 앞)
1703,서울특별시 노원구 노원로 예수사랑교회 앞 버스정류장
1704,서울특별시 노원구 화랑로 화랑대역 1번출구 버스정류장
1705,서울특별시 노원구 화랑로 태릉(화랑로 653) 버스정류장
1706,서울특별시 노원구 화랑로 화랑대역 번출구 버스정류장
1707,서울특별시 노원구 공릉로46길 공릉한보아파트 앞 버스정류장
1708,서울특별시 노원구 노원로 상계동 80(서울교통공사창동차량사업소) 앞 버스정류장
1709,서울특별시 노원구 동일로 상계주공7단지(704동 앞) 버스정류장
1710,서울특별시 노원구 동일로 상계주공7단지(714동 앞) 버스정류장
1711,서울특별시 노원구 동일로 상계주공9단지(914동 앞) 버스정류장
1712,서울특별시 노원구 동일로 대림종합상가(대림아파트 동 앞) 버스정류장
1713,서울특별시 노원구 동일로 도봉운전면허시험장 앞 버스정류장
1714,서울특별시 노원구 동일로 수락산역 4번출구(동일로 1669 앞) 버스정류장
1715,서울특별시 노원구 동일로 수락산역 3번출구(동일로 1668 앞) 버스정류장
1716,서울특별시 노원구 동일로 맥도날드 앞 버스정류장
1717,서울특별시 노원구 동일로 노일초등학교 앞 버스정류장
1718,서울특별시 노원구 상계로 당고개역(상계동 111-484 앞) 버스정류장
1719,서울특별시 노원구 상계로 당고개역(상계로 31-앞) 버스정류장
1720,서울특별시 노원구 한글비석로 한글비석로 463 앞 버스정류장
1721,서울특별시 노원구 노해로 노해로 456 앞 버스정류장
1722,서울특별시 노원구 덕릉로 노원에코센터(상계동 770-) 앞 버스정류장
1723,서울특별시 노원구 노해로 노원구청 건너편(상계동 704 건물 앞) 버스정류장
1724,서울특별시 노원구 노해로 상계동 705-버스정류장
1725,서울특별시 노원구 동일로 당현천 근린공원(동일로 138-1) 버스정류장
1726,서울특별시 노원구 동일로 상계주공 단지(01동 앞) 버스정류장
1727,서울특별시 노원구 동일로 상계주공4단지(상계동 749-3 앞) 버스정류장
1728,서울특별시 노원구 노원로 상계동 666(1005동) 앞 버스정류장
1729,서울특별시 노원구 동일로 상계주공15단지(1508동 앞) 버스정류장
1730,서울특별시 노원구 동일로 상계주공10단지(1001동 앞) 버스정류장
1731,서울특별시 노원구 광운로 광운대학교(광운로 0 앞) 버스정류장
1732,서울특별시 노원구 석계로 광운대역 3번출구 앞 버스정류장
1733,서울특별시 노원구 석계로 월계한일1차아파트 앞 버스정류장
1734,서울특별시 노원구 월계로 월계주공 1단지(103동) 버스정류장
1735,서울특별시 노원구 월계로 월계주공 1단지(108동) 버스정류장
1736,서울특별시 노원구 월계로 월계로 55길 16(월계사슴단지 05동 앞) 버스정류장
1737,서울특별시 노원구 월계로 월계헬스케어센터(월계로 378) 앞 버스정류장
1738,서울특별시 노원구 한글비석로 한글비석로 69 앞 버스정류장
1739,서울특별시 노원구 한글비석로 한글비석로 45 앞 버스정류장
1740,서울특별시 노원구 덕릉로 어린이교통공원(중계동 500) 버스정류장
1741,서울특별시 노원구 동일로 중계역 4번출구 버스정류장
1742,서울특별시 노원구 동일로 노원구민의전당(동일로 19) 앞 버스정류장
1743,서울특별시 노원구 동일로 서울시립북서울미술관(동일로 138) 버스정류장
1744,서울특별시 노원구 동일로 중계역 1번출구 버스정류장
1745,서울특별시 노원구 한글비석로 중계동 59앞 버스정류장
1746,서울특별시 노원구 한글비석로 한글비석로 383 앞 버스정류장
1747,서울특별시 노원구 한글비석로 한글비석로 50 앞 버스정류장
1748,서울특별시 노원구 한글비석로 한글비석로 76 앞 버스정류장
1749,서울특별시 노원구 노원로 노원경찰서 앞 버스정류장
1750,서울특별시 노원구 노원로 중계주공 9단지(주공905동 앞) 버스정류장
1751,서울특별시 노원구 동일로 하계역 6번출구 버스정류장
1752,서울특별시 노원구 동일로 하계역 미성아파트(6동 앞) 버스정류장
1753,서울특별시 노원구 한글비석로 하계역 5번출구 버스정류장
1754,서울특별시 노원구 동일로 하계역 세이브존 앞 버스정류장
1755,서울특별시 노원구 동일로 장미아파트 버스정류장(60동 앞)
1756,서울특별시 노원구 석계로 월계동 85
1757,서울특별시 노원구 석계로 화랑로 33 앞 석계광장정자옆
1758,서울특별시 노원구 석계로 버스정류장 11-83 옆
1759,서울특별시 노원구 월계로 월계동 74-4(월계역3번출구앞)
1760,서울특별시 노원구 월계로 월계동 557
1761,서울특별시 노원구 화랑로 공릉동 89-(화랑대역3번출구자전거보관소)
1762,서울특별시 노원구 동일로 공릉동 441-141(호치킨좌측공원)
1763,서울특별시 노원구 공릉로 공릉동 15-7(한보아파트상가주변)
1764,서울특별시 노원구 한글비석로 한글비석로 98(하계동5-6)
1765,서울특별시 노원구 공릉로 공릉로 38(하계동180-13)앞
1766,서울특별시 노원구 한글비석로 한글비석로0길 15-11
1767,서울특별시 노원구 상계로 상계로3길 35(진로마트옆)
1768,서울특별시 노원구 노해로 노해로85길 14
1769,서울특별시 노원구 노해로 노해로 507(노원문화의거리무대주변)
1770,서울특별시 노원구 동일로 동일로 1538(1단지종합상가뒤주차장)
1771,서울특별시 노원구 한글비석로 한글비석로 474(보람아파트상가뒤분리수거장)
1772,서울특별시 노원구 노해로 상계동77(덕영빌딩후면)
1773,서울특별시 노원구 노해로 노해로 460(현대자동차노원지점옆골목)
1774,서울특별시 노원구 상계로 상계동 364-34
1775,서울특별시 노원구 노해로 상계동 616-9
1776,서울특별시 노원구 한글비석로 중계동 59대호프라자 후면
1777,서울특별시 노원구 동일로 동일로 1701
1778,서울특별시 노원구 마들로 월계동 950-
1779,서울특별시 노원구 광운로 월계동 468-9
1780,서울특별시 은평구 가좌로 가좌로04     평창두부 마을앞
1781,서울특별시 은평구 가좌로 가좌로5 앞
1782,서울특별시 은평구 가좌로 가좌로7 봉희설렁탕 앞
1783,서울특별시 은평구 가좌로 가좌로7 봉희설렁탕 앞
1784,서울특별시 은평구 가좌로   가좌로333    뽀떼나앞
1785,서울특별시 은평구 가좌로   가좌로333    뽀떼나앞
1786,서울특별시 은평구 가좌로 가좌로313 앞
1787,서울특별시 은평구 가좌로 가좌로77 앞
1788,서울특별시 은평구 가좌로 가좌로77 앞
1789,서울특별시 은평구 갈현로   갈현로8  올래 통신사앞
1790,서울특별시 은평구 갈현로 갈현로16한빛부동산앞
1791,서울특별시 은평구 갈현로 갈현로15 스마트부동산앞(신축)
1792,서울특별시 은평구 갈현로 갈현로54 앞
1793,서울특별시 은평구 갈현로 갈현로300갈현상가앞
1794,서울특별시 은평구 갈현로 갈현로337 앞
1795,서울특별시 은평구 갈현로 갈현로337 앞
1796,서울특별시 은평구 갈현로 갈현로63아이패밀리앞
1797,서울특별시 은평구 갈현로 갈현로63아이패밀리앞
1798,서울특별시 은평구 갈현로 세현교회 앞
1799,서울특별시 은평구 갈현로 세현교회 앞
1800,서울특별시 은평구 갈현로 갈현로41킹콩pc방앞
1801,서울특별시 은평구 갈현로 갈현로15브리아몽빵집앞
1802,서울특별시 은평구 불광로 불광로38파리바게뜨앞
1803,서울특별시 은평구 불광로 불광로19-1독바위역1번출구앞
1804,서울특별시 은평구 불광로 불광로85 성유교회앞
1805,서울특별시 은평구 불광로 통일로 736
1806,서울특별시 은평구 불광로 불광로7불광역7번출구앞
1807,서울특별시 은평구 불광로 불광로7불광역7번출구앞
1808,서울특별시 은평구 백련산로 백련산로175응암1동주민센터버스정류장
1809,서울특별시 은평구 백련산로 백련산힐스테이트4차(403동 앞)
1810,서울특별시 은평구 백련산로 백련산힐스테이트차버스정류장 뒤로 30M 이동
1811,서울특별시 은평구 백련산로 백련산로84은평병원버스정류장
1812,서울특별시 은평구 수색로 수색로61-1수색역앞
1813,서울특별시 은평구 수색로 수색로19횡단보도
1814,서울특별시 은평구 수색로 수색로175디지털미디어시티역4번출구
1815,서울특별시 은평구 수색로 수색로175디지털미디어시티역4번출구
1816,서울특별시 은평구 수색로 수색로3 명조천막앞
1817,서울특별시 은평구 수색로 수색로3 명조천막앞
1818,서울특별시 은평구 수색로 수색로48 수색우체국 앞 뒤로 0M 이동
1819,서울특별시 은평구 서오릉로 서오릉로67 앞
1820,서울특별시 은평구 서오릉로 서오릉로5귀애헤어앞
1821,서울특별시 은평구 서오릉로 서오릉로5귀애헤어앞
1822,서울특별시 은평구 서오릉로 서오릉로03 선진운수종점앞
1823,서울특별시 은평구 서오릉로 서오릉로185신한은행구산사거리점앞
1824,서울특별시 은평구 서오릉로 서오릉로185신한은행구산사거리점앞
1825,서울특별시 은평구 서오릉로 서오릉로19원창합판목재앞
1826,서울특별시 은평구 서오릉로 서오릉로19원창합판목재앞
1827,서울특별시 은평구 서오릉로 서오릉로105이조삼계탕앞
1828,서울특별시 은평구 서오릉로 서오릉로71은성자동차공업사앞
1829,서울특별시 은평구 서오릉로 서오릉로71은성자동차공업사앞
